food_category,food_item,supply_intake,unit,data_from,food_origin,supplier,date_reported,price_this_morning
Livestock / Poultry,Live pig,3304,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,25/3/2016,NA
Livestock / Poultry,Live pig,252,(head),(Yesterday),Local,Food and Environmental Hygiene Department,25/3/2016,NA
Livestock / Poultry,Live cattle,46,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,25/3/2016,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,25/3/2016,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,25/3/2016,NA
Livestock / Poultry,Live chicken,11967,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,25/3/2016,NA
Marine fish,-,1321,(picul),(Yesterday),-,Fish Marketing Organization,25/3/2016,NA
Freshwater fish,-,3532,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,25/3/2016,NA
Vegetables,-,3837,(picul),(Yesterday),-,Vegetable Marketing Organization,25/3/2016,NA
Vegetables,-,11286,(picul),(Yesterday),-,Government Wholesale Markets,25/3/2016,NA
Eggs,-,4400000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,25/3/2016,NA
Livestock / Poultry,Live pig,3186,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,26/3/2016,NA
Livestock / Poultry,Live pig,206,(head),(Yesterday),Local,Food and Environmental Hygiene Department,26/3/2016,NA
Livestock / Poultry,Live cattle,50,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,26/3/2016,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,26/3/2016,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,26/3/2016,NA
Livestock / Poultry,Live chicken,14208,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,26/3/2016,NA
Marine fish,-,1217,(picul),(Yesterday),-,Fish Marketing Organization,26/3/2016,NA
Freshwater fish,-,2949,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,26/3/2016,NA
Vegetables,-,3540,(picul),(Yesterday),-,Vegetable Marketing Organization,26/3/2016,NA
Vegetables,-,11385,(picul),(Yesterday),-,Government Wholesale Markets,26/3/2016,NA
Eggs,-,2540000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,26/3/2016,NA
Livestock / Poultry,Live pig,3351,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,27/3/2016,NA
Livestock / Poultry,Live pig,253,(head),(Yesterday),Local,Food and Environmental Hygiene Department,27/3/2016,NA
Livestock / Poultry,Live cattle,65,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,27/3/2016,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,27/3/2016,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,27/3/2016,NA
Livestock / Poultry,Live chicken,12150,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,27/3/2016,NA
Marine fish,-,1108,(picul),(Yesterday),-,Fish Marketing Organization,27/3/2016,NA
Freshwater fish,-,2235,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,27/3/2016,NA
Vegetables,-,3486,(picul),(Yesterday),-,Vegetable Marketing Organization,27/3/2016,NA
Vegetables,-,10560,(picul),(Yesterday),-,Government Wholesale Markets,27/3/2016,NA
Eggs,-,2200000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,27/3/2016,NA
Livestock / Poultry,Live pig,3778,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,28/3/2016,NA
Livestock / Poultry,Live pig,228,(head),(Yesterday),Local,Food and Environmental Hygiene Department,28/3/2016,NA
Livestock / Poultry,Live cattle,37,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,28/3/2016,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,28/3/2016,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,28/3/2016,NA
Livestock / Poultry,Live chicken,10600,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,28/3/2016,NA
Marine fish,-,1302,(picul),(Yesterday),-,Fish Marketing Organization,28/3/2016,NA
Freshwater fish,-,3059,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,28/3/2016,NA
Vegetables,-,3634,(picul),(Yesterday),-,Vegetable Marketing Organization,28/3/2016,NA
Vegetables,-,9587,(picul),(Yesterday),-,Government Wholesale Markets,28/3/2016,NA
Eggs,-,0,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,28/3/2016,NA
Livestock / Poultry,Live pig,4170,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,29/3/2016,NA
Livestock / Poultry,Live pig,227,(head),(Yesterday),Local,Food and Environmental Hygiene Department,29/3/2016,NA
Livestock / Poultry,Live cattle,47,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,29/3/2016,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,29/3/2016,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,29/3/2016,NA
Livestock / Poultry,Live chicken,10185,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,29/3/2016,NA
Marine fish,-,1491,(picul),(Yesterday),-,Fish Marketing Organization,29/3/2016,NA
Freshwater fish,-,2760,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,29/3/2016,NA
Vegetables,-,3806,(picul),(Yesterday),-,Vegetable Marketing Organization,29/3/2016,NA
Vegetables,-,11600,(picul),(Yesterday),-,Government Wholesale Markets,29/3/2016,NA
Eggs,-,5180000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,29/3/2016,NA
Livestock / Poultry,Live pig,3926,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,30/3/2016,NA
Livestock / Poultry,Live pig,232,(head),(Yesterday),Local,Food and Environmental Hygiene Department,30/3/2016,NA
Livestock / Poultry,Live cattle,54,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,30/3/2016,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,30/3/2016,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,30/3/2016,NA
Livestock / Poultry,Live chicken,10800,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,30/3/2016,NA
Marine fish,-,1676,(picul),(Yesterday),-,Fish Marketing Organization,30/3/2016,NA
Freshwater fish,-,2868,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,30/3/2016,NA
Vegetables,-,3868,(picul),(Yesterday),-,Vegetable Marketing Organization,30/3/2016,NA
Vegetables,-,11418,(picul),(Yesterday),-,Government Wholesale Markets,30/3/2016,NA
Eggs,-,5330000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,30/3/2016,NA
Livestock / Poultry,Live pig,3681,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,31/3/2016,NA
Livestock / Poultry,Live pig,247,(head),(Yesterday),Local,Food and Environmental Hygiene Department,31/3/2016,NA
Livestock / Poultry,Live cattle,48,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,31/3/2016,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,31/3/2016,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,31/3/2016,NA
Livestock / Poultry,Live chicken,9150,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,31/3/2016,NA
Marine fish,-,1698,(picul),(Yesterday),-,Fish Marketing Organization,31/3/2016,NA
Freshwater fish,-,2849,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,31/3/2016,NA
Vegetables,-,3856,(picul),(Yesterday),-,Vegetable Marketing Organization,31/3/2016,NA
Vegetables,-,11583,(picul),(Yesterday),-,Government Wholesale Markets,31/3/2016,NA
Eggs,-,5520000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,31/3/2016,NA
Livestock / Poultry,Live pig,4227,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,1/4/2016,NA
Livestock / Poultry,Live pig,251,(head),(Yesterday),Local,Food and Environmental Hygiene Department,1/4/2016,NA
Livestock / Poultry,Live cattle,35,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,1/4/2016,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,1/4/2016,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,1/4/2016,NA
Livestock / Poultry,Live chicken,10492,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,1/4/2016,NA
Marine fish,-,1806,(picul),(Yesterday),-,Fish Marketing Organization,1/4/2016,NA
Freshwater fish,-,2808,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,1/4/2016,NA
Vegetables,-,4008,(picul),(Yesterday),-,Vegetable Marketing Organization,1/4/2016,NA
Vegetables,-,10907,(picul),(Yesterday),-,Government Wholesale Markets,1/4/2016,NA
Eggs,-,1880000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,1/4/2016,NA
Livestock / Poultry,Live pig,3582,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,2/4/2016,NA
Livestock / Poultry,Live pig,231,(head),(Yesterday),Local,Food and Environmental Hygiene Department,2/4/2016,NA
Livestock / Poultry,Live cattle,77,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,2/4/2016,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,2/4/2016,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,2/4/2016,NA
Livestock / Poultry,Live chicken,12120,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,2/4/2016,NA
Marine fish,-,1949,(picul),(Yesterday),-,Fish Marketing Organization,2/4/2016,NA
Freshwater fish,-,3088,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,2/4/2016,NA
Vegetables,-,4068,(picul),(Yesterday),-,Vegetable Marketing Organization,2/4/2016,NA
Vegetables,-,11138,(picul),(Yesterday),-,Government Wholesale Markets,2/4/2016,NA
Eggs,-,5730000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,2/4/2016,NA
Livestock / Poultry,Live pig,3274,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,3/4/2016,NA
Livestock / Poultry,Live pig,244,(head),(Yesterday),Local,Food and Environmental Hygiene Department,3/4/2016,NA
Livestock / Poultry,Live cattle,31,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,3/4/2016,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,3/4/2016,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,3/4/2016,NA
Livestock / Poultry,Live chicken,13439,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,3/4/2016,NA
Marine fish,-,1533,(picul),(Yesterday),-,Fish Marketing Organization,3/4/2016,NA
Freshwater fish,-,3160,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,3/4/2016,NA
Vegetables,-,4002,(picul),(Yesterday),-,Vegetable Marketing Organization,3/4/2016,NA
Vegetables,-,11616,(picul),(Yesterday),-,Government Wholesale Markets,3/4/2016,NA
Eggs,-,2920000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,3/4/2016,NA
Livestock / Poultry,Live pig,3591,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,4/4/2016,NA
Livestock / Poultry,Live pig,245,(head),(Yesterday),Local,Food and Environmental Hygiene Department,4/4/2016,NA
Livestock / Poultry,Live cattle,34,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,4/4/2016,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,4/4/2016,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,4/4/2016,NA
Livestock / Poultry,Live chicken,11550,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,4/4/2016,NA
Marine fish,-,Rest Day,(picul),(Yesterday),-,Fish Marketing Organization,4/4/2016,NA
Freshwater fish,-,2355,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,4/4/2016,NA
Vegetables,-,3903,(picul),(Yesterday),-,Vegetable Marketing Organization,4/4/2016,NA
Vegetables,-,8465,(picul),(Yesterday),-,Government Wholesale Markets,4/4/2016,NA
Eggs,-,480000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,4/4/2016,NA
Livestock / Poultry,Live pig,3582,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,2/4/2016,NA
Livestock / Poultry,Live pig,231,(head),(Yesterday),Local,Food and Environmental Hygiene Department,2/4/2016,NA
Livestock / Poultry,Live cattle,77,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,2/4/2016,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,2/4/2016,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,2/4/2016,NA
Livestock / Poultry,Live chicken,12120,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,2/4/2016,NA
Marine fish,-,1949,(picul),(Yesterday),-,Fish Marketing Organization,2/4/2016,NA
Freshwater fish,-,3088,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,2/4/2016,NA
Vegetables,-,4068,(picul),(Yesterday),-,Vegetable Marketing Organization,2/4/2016,NA
Vegetables,-,11138,(picul),(Yesterday),-,Government Wholesale Markets,2/4/2016,NA
Eggs,-,5730000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,2/4/2016,NA
Livestock / Poultry,Live pig,3980,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,7/4/2016,NA
Livestock / Poultry,Live pig,244,(head),(Yesterday),Local,Food and Environmental Hygiene Department,7/4/2016,NA
Livestock / Poultry,Live cattle,59,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,7/4/2016,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,7/4/2016,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,7/4/2016,NA
Livestock / Poultry,Live chicken,10964,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,7/4/2016,NA
Marine fish,-,1781,(picul),(Yesterday),-,Fish Marketing Organization,7/4/2016,NA
Freshwater fish,-,3113,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,7/4/2016,NA
Vegetables,-,4722,(picul),(Yesterday),-,Vegetable Marketing Organization,7/4/2016,NA
Vegetables,-,11121,(picul),(Yesterday),-,Government Wholesale Markets,7/4/2016,NA
Eggs,-,4440000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,7/4/2016,NA
Livestock / Poultry,Live pig,4127,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,8/4/2016,NA
Livestock / Poultry,Live pig,275,(head),(Yesterday),Local,Food and Environmental Hygiene Department,8/4/2016,NA
Livestock / Poultry,Live cattle,17,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,8/4/2016,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,8/4/2016,NA
Livestock / Poultry,Live chicken,0,(bird),(Yesterday),Mainland,Government Cheung Sha Wan Temporary Wholesale Poultry Market,8/4/2016,NA
Livestock / Poultry,Live chicken,10380,(bird),(Yesterday),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market,8/4/2016,NA
Marine fish,-,1746,(picul),(Yesterday),-,Fish Marketing Organization,8/4/2016,NA
Freshwater fish,-,2952,(picul),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market,8/4/2016,NA
Vegetables,-,4798,(picul),(Yesterday),-,Vegetable Marketing Organization,8/4/2016,NA
Vegetables,-,11451,(picul),(Yesterday),-,Government Wholesale Markets,8/4/2016,NA
Eggs,-,4920000,(nos),(Yesterday),-,Government Cheung Sha Wan and Western Wholesale Markets,8/4/2016,NA
Livestock / Poultry,Live pig,3987,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,9/4/2016,NA
Livestock / Poultry,Live pig,251,(head),(Yesterday),Local,Food and Environmental Hygiene Department,9/4/2016,NA
Livestock / Poultry,Live cattle,50,(head),(Yesterday),Mainland,Food and Environmental Hygiene Department,9/4/2016,NA
Livestock / Poultry,Live cattle,-,(head),(Yesterday),Local,Food and Environmental Hygiene Department,9/4/2016,NA
